osm_type,osm_id,name,name_en,name_ru,name_ky,elevation_m,lat,lon,prominence,wikidata,wikipedia,prominence_calc
node,2542969279,,,,,3023.8,40.9447912,70.3676752,,,,325
node,2614407454,,,,,3019.7,41.7673796,70.5699339,,,,302
node,2572661861,Mankent,Mankent,Манкент,,3017.7,41.8732548,70.4376819,,,,417
node,9429570666,,,,,3000,40.0062966,72.0752355,,,,781
node,2350830166,,,,,2981.7,41.3729941,70.2471928,,,,457
node,5754102127,Чопташ,,,,2960,39.8021602,70.6061228,,,,426
node,4822014850,Караташ,,Караташ,,2950,41.1430034,70.6120528,,,,231
node,9429603303,,,,,2945,40.014768,72.000735,,,,433
node,1233453668,Karangur,Karangur,Карангур,,2942.6,41.3954699,70.0879823,,,,339
node,10559366684,Khojai Gharibon,Khojai Gharibon,,,2940,39.0716629,70.151442,,,,680
node,1233398377,Джар,,Джар,,2937.6,41.4516169,70.0613857,,,,243
node,2344907066,,,,,2914.5,41.5790706,70.2101121,,,,922
node,9157914214,Курсала,,,,2912,39.975301,71.7031462,,,,208
node,1253778390,Akkul,Akkul,Аккуль,,2886.8,41.3821704,70.0336565,,,,411
node,11274854596,Джоша,,Джоша,Жоша,2869,41.272259,71.0701274,,,,211
node,1464298038,,,,,2861.5,40.9740683,70.3879535,,,,266
node,2533272157,,,,,2861.5,40.976501,70.3841911,,,,
node,5583001110,Кишишурт,,Кишишурт,,2858,42.028385,70.0808829,,,,248
node,9408766723,,,,,2855,40.1488093,72.1778977,,,,521
node,2533262286,Мынджилкы,,Мынджилкы,,2835.5,40.7574059,70.0701711,,,,760
node,1544319870,Mingbulak,Mingbulak,Мингбулак,,2823.8,41.7164432,69.8300347,,,,919
node,1253707837,Pulatkhan,Pulatkhan,Пулатхан,,2823.4,41.4338099,70.1718617,,Q16689457,ru:Пулатхан,252
node,349007487,,,,,2803.2,41.5109762,70.275139,,,,384
node,5627243293,Киргиз,,Киргиз,Кыргыз,2767,39.9072748,70.5767224,,,,388
node,2481033459,Такали,,,,2765.7,41.1845158,69.9233872,,,,386
node,2344907081,,,,,2758.2,41.6130176,70.2752032,,,,431
node,1423807349,Havlya,Havlya,Хавля,,2752,41.2594853,69.9031991,,,,268
node,1544317085,,,,,2751.7,41.7073453,69.7974742,,,,208
node,2574016717,Красавец,,,,2721.3,41.7722663,70.2679043,,,,265
node,1423823954,Чилтенбоа,,Чилтенбоа,,2694.8,41.2093547,70.1536242,,,,267
node,5767976467,,,,,2690,39.3385793,71.2292575,,,,214
node,349007515,,,,,2664.9,41.6381553,70.3418996,,,,269
node,4865617787,,,,,2645.2,41.0413496,70.648393,,,,338
node,1464298321,,,,,2639.3,41.0367855,70.4586576,,,,374
node,349033400,,,,,2621.4,40.725829,69.961456,,,,369
node,2524023037,,,,,2609,41.0036255,70.3721133,,,,342
node,1464298276,,,,,2594.7,41.0167992,70.5005709,,,,207
node,2523909675,,,,,2576.4,41.0286545,70.3817023,,,,288
node,2490645470,,,,,2575.8,41.1582207,69.9739276,,,,345
node,2349665472,,,,,2569.2,41.3342546,70.2212654,,,,298
node,2499034126,,,,,2563.8,41.3207086,70.152458,,,,533
node,2350731273,,,,,2536.4,41.4560629,70.2564755,,,,326
node,1497181990,Kapyrtash,Kapyrtash,Капырташ,,2507.7,41.6093557,70.1625717,,,,208
node,2490732273,,,,,2477.0,41.1884748,69.9796766,,,,211
node,2349712444,,,,,2452.6,41.4775603,70.221024,,,,345
node,2507924134,Mazarjan,Mazarjan,Мазарджан,,2428.4,41.1593574,70.0652645,,,,364
node,1423801909,Tashgaza,Tashgaza,Ташгаза,,2427.6,41.3802211,69.9655913,,,,242
node,2575646092,,,,,2422.0,41.4336683,70.0169384,,,,218
node,1544317684,,,,,2373.7,41.7640073,69.97185,,,,379
node,1862931871,,,,,2366,40.2313151,72.4841022,,,,306
node,4846856924,,,,,2350.3,41.1914398,70.8979511,,,,212
node,5104983633,,,,,2311.3,41.1431621,70.9964365,,,,434
node,1253951237,Maygashkan,Maygashkan,Майгашкан,,2310.2,41.455948,69.9289015,,,,434
node,2572749539,,,,,2256.0,41.8523592,70.3508115,,,,402
node,9408773623,,,,,2225,40.1464546,72.0035427,,,,400
node,2514820592,,,,,2160.0,41.0783023,70.4001772,,,,205
node,2349268269,,,,,2155.0,41.6382684,70.3848966,,,,270
node,2349268276,,,,,2155.0,41.6580725,70.4010104,,,,242
node,2349268253,,,,,2152.3,41.6006587,70.3856175,,,,211
node,2506343959,,,,,2113.7,40.6434689,69.7538982,,,,373
node,2571061593,Lesser Chimgan,Lesser Chimgan,Малый Чимган,,2097.6,41.5525032,70.0405609,,,,268
node,2507924142,,,,,2063.3,41.1703198,70.0223091,,,,232
node,1253951236,Surenata,Surenata,Сюрената,,2042.0,41.3894377,69.8528691,,,,509
node,1227791851,Qungurbuqa,Qungurbuqa,Кунгурбука,,1980.0,41.5807959,69.9521852,,,,387
node,2540926350,,,,,1971.2,40.9396601,70.2367206,,,,208
node,1412079806,Мингтухум,,Мингтухум,,1952.5,41.5599891,69.949819,,,,222
node,9408739133,,,,,1945,40.1462878,72.0761819,,,,308
node,9460425857,,,,,1915,40.1210141,71.8251567,,,,237
node,5104983478,,,,,1806.9,41.0562414,70.9075534,,,,240
node,2776793950,Kazygurt,Kazygurt,Казыгурт,,1769,42.0636105,69.7205035,,Q16657046,ru:Казыгурт (гора),606
node,11985797546,,,,,1764,42.448304,70.2469682,,,,412
node,10732057584,,,,,1720,42.0406002,69.6254361,,,,345
node,2601359639,,,,,1656.4,42.8139452,70.0524254,,,,524
node,1478843268,Музбек,,,,1624,40.3587558,69.5980235,,,,925
node,2539403193,,,,,1588.4,40.9414334,70.1501309,,,,211
node,2683095371,Куюнды,,Куюнды,,1525.5,40.8529805,69.9784891,,,,288
node,10213692456,Karatog,Karatog,Каратог,,1350,40.7997077,73.0855915,,,,223
node,3316171802,Большой Спо,,Большой Спо,,1277.1,40.2947325,69.4386283,,,,329
node,2689513607,,,,,1168.1,40.701609,69.4757042,,,,297
node,4578062291,,,,,1143,40.2405569,70.7041374,,,,323
node,3106353458,Каттакола,,Каттакола,,935.6,40.4974537,69.4568597,,,,231
node,10855901735,,,,,919,40.7769114,72.5954834,,,,258
